iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
JPN,Asia,Japan,05/01/2020 00:00,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,06/01/2020 00:00,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,07/01/2020 00:00,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,08/01/2020 00:00,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,09/01/2020 00:00,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,10/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,11/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,12/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,13/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,14/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,15/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,16/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,17/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,18/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,19/01/2020 00:00,1,1,0.14,0,0,0,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,20/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,21/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,22/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,23/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,24/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,25/01/2020 00:00,1,0,0.14,0,0,0,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,26/01/2020 00:00,3,2,0.29,0,0,0,0.02,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,27/01/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,28/01/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,29/01/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,30/01/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,31/01/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,-7817.8,-5.57,-5.57,-62.42
JPN,Asia,Japan,01/02/2020 00:00,3,0,0.29,0,0,0,0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,02/02/2020 00:00,15,12,1.71,0,0,0,0.12,0.1,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,03/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,04/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,05/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,4,4,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,06/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,23,19,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,07/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,32,9,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,08/02/2020 00:00,15,0,1.71,0,0,0,0.12,0,0.01,0,0,0,,,,,,,,,,36,4,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,09/02/2020 00:00,25,10,1.43,0,0,0,0.2,0.08,0.01,0,0,0,,,,,,,,,,46,10,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,10/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,58,12,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,11/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,62,4,0,0,,,,,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,12/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,72,10,0,0,10,0,0.07,14,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,13/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,88,16,0,0,9,0,0.16,6.3,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,14/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,131,43,0,0,14,0,0.2,4.9,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,15/02/2020 00:00,25,0,1.43,0,0,0,0.2,0,0.01,0,0,0,,,,,,,,,,217,86,0,0,26,0,0.16,6.1,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,16/02/2020 00:00,52,27,3.86,1,1,0.14,0.42,0.22,0.03,0.01,0.01,0,,,,,,,,,,282,65,0,0,34,0,0.15,6.6,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,17/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,,,,,,,,,,395,113,0,0,48,0,0.12,8.2,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,18/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,,,,,,,,,,404,9,0,0,49,0,0.15,6.6,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,19/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,,,,,,,,,,475,71,0,0,58,0,0.14,7.1,people tested,,,,,,,,,,,,,,19.44,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,20/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,,,,,,,,,,565,90,0,0,68,0,0.13,7.7,people tested,,,,,,,,,,,,,,25,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,21/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,,,,,,,,,,650,85,0,0,74,0,0.13,7.5,people tested,,,,,,,,,,,,,,25,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,22/02/2020 00:00,52,0,3.86,1,0,0.14,0.42,0,0.03,0.01,0,0,1.3,,,,,,,,,746,96,0.01,0,76,0,0.16,6.4,people tested,,,,,,,,,,,,,,25,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,23/02/2020 00:00,132,80,11.43,1,0,0,1.06,0.64,0.09,0.01,0,0,1.16,,,,,,,,,785,39,0.01,0,72,0,0.18,5.7,people tested,,,,,,,,,,,,,,25,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,24/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,1.07,,,,,,,,,889,104,0.01,0,71,0,0.19,5.3,people tested,,,,,,,,,,,,,,25,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,25/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,1.01,,,,,,,,,933,44,0.01,0,76,0,0.18,5.7,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,26/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,1.03,,,,,,,,,1101,168,0.01,0,89,0,0.17,5.8,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,27/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,1.08,,,,,,,,,1252,151,0.01,0,98,0,0.18,5.6,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,28/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,0.95,,,,,,,,,1382,130,0.01,0,105,0,0.17,5.9,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,29/02/2020 00:00,132,0,11.43,1,0,0,1.06,0,0.09,0.01,0,0,0.92,,,,,,,,,1560,178,0.01,0,116,0,0.13,7.5,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,-13282.8,-5.05,-4.46,-106.05
JPN,Asia,Japan,01/03/2020 00:00,239,107,15.29,6,5,0.71,1.91,0.86,0.12,0.05,0.04,0.01,1.16,,,,,,,,,1656,96,0.01,0,124,0,0.13,7.9,people tested,,,,,,,,,,,,,,34.26,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,02/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.36,,,,,,,,,1727,71,0.01,0,120,0,0.14,7.1,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,03/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.43,,,,,,,,,1880,153,0.02,0,135,0,0.13,7.6,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,04/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.61,,,,,,,,,5820,3940,0.05,0.03,674,0,0.03,33.5,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,05/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.67,,,,,,,,,6519,699,0.05,0.01,752,0.01,0.03,35.8,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,06/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.84,,,,,,,,,7072,553,0.06,0,813,0.01,0.03,30.9,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,07/03/2020 00:00,239,0,15.29,6,0,0.71,1.91,0,0.12,0.05,0,0.01,1.72,,,,,,,,,7219,147,0.06,0,808,0.01,0.04,25.6,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,08/03/2020 00:00,455,216,30.86,6,0,0,3.64,1.73,0.25,0.05,0,0,1.6,,,,,,,,,7329,110,0.06,0,810,0.01,0.04,23.6,people tested,,,,,,,,,,,,,,43.52,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,09/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.56,,,,,,,,,8643,1314,0.07,0.01,988,0.01,0.04,27.8,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,10/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.58,,,,,,,,,9067,424,0.07,0,1027,0.01,0.04,25,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,11/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.45,,,,,,,,,9248,181,0.07,0,490,0,0.09,11.2,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,12/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.31,,,,,,,,,11103,1855,0.09,0.02,655,0,0.07,13.9,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,13/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.13,,,,,,,,,11962,859,0.1,0.01,699,0.01,0.06,15.6,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,14/03/2020 00:00,455,0,30.86,6,0,0,3.64,0,0.25,0.05,0,0,1.18,,,,,,,,,12069,107,0.1,0,693,0.01,0.07,14.7,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,15/03/2020 00:00,780,325,46.43,22,16,2.29,6.24,2.6,0.37,0.18,0.13,0.02,1.1,,,,,,,,,12111,42,0.1,0,683,0,0.07,14.6,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,16/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,1.05,,,,,,,,,14194,2083,0.11,0.02,793,0.01,0.06,17.6,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,17/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,1.02,,,,,,,,,14397,203,0.12,0,761,0.01,0.06,17.3,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,18/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,0.93,,,,,,,,,,,,,985,0.01,0.04,23.9,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,19/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,0.98,,,,,,,,,17887,3490,0.14,0.03,969,0.01,0.04,24.9,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,20/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,1.07,,,,,,,,,18006,119,0.14,0,863,0.01,0.05,20.9,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,21/03/2020 00:00,780,0,46.43,22,0,2.29,6.24,0,0.37,0.18,0,0.02,1.07,,,,,,,,,18138,132,0.15,0,867,0.01,0.04,23,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,22/03/2020 00:00,1046,266,38,40,18,2.57,8.37,2.13,0.3,0.32,0.14,0.02,1.3,,,,,,,,,18194,56,0.15,0,869,0.01,0.05,21.9,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,23/03/2020 00:00,1046,0,38,40,0,2.57,8.37,0,0.3,0.32,0,0.02,1.51,,,,,,,,,22056,3862,0.18,0.03,1123,0.01,0.04,26.1,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,24/03/2020 00:00,1046,0,38,40,0,2.57,8.37,0,0.3,0.32,0,0.02,1.64,,,,,,,,,,,,,1142,0.01,0.04,24.7,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,25/03/2020 00:00,1046,0,38,40,0,2.57,8.37,0,0.3,0.32,0,0.02,1.8,,,,,,,,,22730,674,0.18,0,941,0.01,0.06,17.1,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,26/03/2020 00:00,1046,0,38,40,0,2.57,8.37,0,0.3,0.32,0,0.02,1.88,,,,,,,,,24535,1805,0.2,0.01,950,0.01,0.07,14.8,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
JPN,Asia,Japan,27/03/2020 00:00,1046,0,38,40,0,2.57,8.37,0,0.3,0.32,0,0.02,1.99,,,,,,,,,25977,1442,0.21,0.01,1139,0.01,0.06,15.7,people tested,,,,,,,,,,,,,,40.74,347.78,48.2,27.05,18.49,39002.22,,79.37,5.72,11.2,33.7,,13.05,84.63,0.92,123951696,,,,
